name,product_url,part_number,brand_name,category,gross_weight,width,length,warranty,material,photo_url,stock_quantity,price
CORREIA DENTADA,https://testdata.devmka.online/products/7fea1148-076c-485d-b916-7501300bdd88,BG700-6614W,SKF,Suspensão e Direção,4.26,31.2,91.7,12 meses,Alumínio,https://picsum.photos/seed/BG700-6614W/200/300,189,1338.6
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/d463be75-e822-4125-99b3-eb5a800ddb07,QA861-1772Q,NGK,Freios,4.67,41.3,78.1,12 meses,Alumínio,https://picsum.photos/seed/QA861-1772Q/200/300,106,481.17
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/8599307f-8e10-41ba-a14f-7a3c613ba44f,PA250-5191T,MARELLI,Filtros,13.5,23.6,56.8,12 meses,Alumínio,https://picsum.photos/seed/PA250-5191T/200/300,47,1358.14
DISCO DE FREIO,https://testdata.devmka.online/products/88ab0d49-a319-4fdd-a92c-054f3b69bdfc,TE433-0410O,MONROE,Freios,14.61,47.9,33.5,12 meses,Alumínio,https://picsum.photos/seed/TE433-0410O/200/300,134,835.38
DISCO DE FREIO,https://testdata.devmka.online/products/081647e9-4677-4542-8ec1-8f18c0f731e1,KP622-4007Z,SKF,Transmissão,9.88,45.9,12.5,12 meses,Borracha Sintética,https://picsum.photos/seed/KP622-4007Z/200/300,167,731.35
FILTRO DE ÓLEO,https://testdata.devmka.online/products/9b6ef8fa-3825-425c-861b-19776d8e922c,XW095-0705E,SKF,Motor,5.88,45.0,16.5,12 meses,Borracha Sintética,https://picsum.photos/seed/XW095-0705E/200/300,86,1004.81
ROLAMENTO DE RODA,https://testdata.devmka.online/products/8b4f19b2-e02b-4a40-b9bf-d85ccc9fbec2,IC538-5648I,BOSCH,Filtros,8.76,10.2,82.1,12 meses,Borracha Sintética,https://picsum.photos/seed/IC538-5648I/200/300,1,497.15
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/b9bb0ad3-600b-4e4a-b4be-812bc5a307b1,JT298-9281J,BREMBO,Suspensão e Direção,12.46,22.3,99.4,12 meses,Cerâmica,https://picsum.photos/seed/JT298-9281J/200/300,163,483.76
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/bf6fc0ad-1f66-49b1-bf13-3030e82cd523,MJ350-0057J,ACDELCO,Filtros,8.5,37.1,50.2,12 meses,Aço Carbono,https://picsum.photos/seed/MJ350-0057J/200/300,168,1123.43
FILTRO DE ÓLEO,https://testdata.devmka.online/products/fbd36d1f-ec91-4709-8f5a-8a54effe6fa0,JW141-9341T,BOSCH,Motor,12.98,21.4,22.9,12 meses,Alumínio,https://picsum.photos/seed/JW141-9341T/200/300,121,1274.4
CORREIA DENTADA,https://testdata.devmka.online/products/9d26ee83-a01c-474b-be7f-be9137dd2210,NC141-8030T,NGK,Transmissão,6.28,28.9,58.0,12 meses,Alumínio,https://picsum.photos/seed/NC141-8030T/200/300,127,522.79
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/650c4f05-88b8-4ee7-95d0-afc760b2fd01,DK098-9235K,SKF,Transmissão,5.28,16.1,80.2,12 meses,Aço Carbono,https://picsum.photos/seed/DK098-9235K/200/300,86,138.82
ALTERNADOR,https://testdata.devmka.online/products/ef122d49-3736-4125-8c10-04064ba7d015,LB919-5326T,MONROE,Freios,13.66,39.0,47.9,12 meses,Aço Carbono,https://picsum.photos/seed/LB919-5326T/200/300,17,1491.59
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/c9c3ceea-246e-4397-af2b-78266f203ea9,YJ337-4698R,BREMBO,Filtros,4.44,33.5,58.4,12 meses,Borracha Sintética,https://picsum.photos/seed/YJ337-4698R/200/300,164,213.05
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/94d68541-5de2-4e2a-a473-6b779b8b5ffb,JO694-0316Y,ACDELCO,Transmissão,4.06,22.3,86.2,12 meses,Cerâmica,https://picsum.photos/seed/JO694-0316Y/200/300,121,234.2
DISCO DE FREIO,https://testdata.devmka.online/products/446a4370-d800-410a-bcb2-5341dcd3f5a7,YH702-0614S,NGK,Filtros,2.47,8.8,51.3,12 meses,Aço Carbono,https://picsum.photos/seed/YH702-0614S/200/300,16,316.69
SONDA LAMBDA,https://testdata.devmka.online/products/4abb3488-65b7-4bd2-8580-af3fabd8702a,XA768-5980W,BREMBO,Motor,9.23,43.1,38.9,12 meses,Cerâmica,https://picsum.photos/seed/XA768-5980W/200/300,26,1225.49
ALTERNADOR,https://testdata.devmka.online/products/b54c62e6-64fa-46bf-ae7d-0dbed821edc1,MT219-4333Q,ACDELCO,Suspensão e Direção,3.72,20.7,54.4,12 meses,Aço Carbono,https://picsum.photos/seed/MT219-4333Q/200/300,155,1337.88
RADIADOR,https://testdata.devmka.online/products/e3ae3ea9-632c-4230-9d69-6d941061df52,TB064-6295C,BOSCH,Transmissão,10.55,24.4,54.0,12 meses,Borracha Sintética,https://picsum.photos/seed/TB064-6295C/200/300,148,711.53
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/28a26e39-07ac-498a-b072-c5ed74135a5f,GC294-8462K,BREMBO,Filtros,6.69,22.0,31.3,12 meses,Alumínio,https://picsum.photos/seed/GC294-8462K/200/300,17,1424.7
SONDA LAMBDA,https://testdata.devmka.online/products/21abef89-37e6-4779-ab10-2d1509b227fd,EL743-0889F,BOSCH,Sistema Elétrico,7.05,41.7,62.2,12 meses,Borracha Sintética,https://picsum.photos/seed/EL743-0889F/200/300,87,442.43
CORREIA DENTADA,https://testdata.devmka.online/products/b3ca1570-4331-4cf8-8c92-f6eae27d8e3a,HS023-0369E,NGK,Motor,7.7,36.2,66.0,12 meses,Aço Carbono,https://picsum.photos/seed/HS023-0369E/200/300,53,363.99
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/9da97dbb-95cb-4a72-907d-219af0d5b83a,CC317-2240Y,MARELLI,Transmissão,2.77,22.5,82.7,12 meses,Alumínio,https://picsum.photos/seed/CC317-2240Y/200/300,133,373.0
CORREIA DENTADA,https://testdata.devmka.online/products/49918153-0467-431b-9f99-e6fff4d0b3df,GX552-2940S,NGK,Transmissão,7.22,26.4,80.7,12 meses,Cerâmica,https://picsum.photos/seed/GX552-2940S/200/300,186,161.34
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/73df0250-e536-40c9-8e0f-99b2c9012d66,VL112-2427I,MONROE,Motor,3.69,12.0,62.6,12 meses,Alumínio,https://picsum.photos/seed/VL112-2427I/200/300,15,256.09
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/c932b259-9764-4aae-9f84-5e389a20d54e,JI940-5900E,MARELLI,Filtros,6.62,39.6,43.2,12 meses,Borracha Sintética,https://picsum.photos/seed/JI940-5900E/200/300,33,759.17
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/0773edc8-90bf-43aa-bd5a-bb248f50c37a,ZL597-2926W,BREMBO,Suspensão e Direção,0.67,15.9,79.2,12 meses,Alumínio,https://picsum.photos/seed/ZL597-2926W/200/300,194,1237.39
SONDA LAMBDA,https://testdata.devmka.online/products/609dce3a-0b6f-4a16-b61a-fbdb22c67775,PS280-3863W,MARELLI,Suspensão e Direção,12.01,29.4,99.7,12 meses,Cerâmica,https://picsum.photos/seed/PS280-3863W/200/300,183,662.56
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/00446970-969a-4031-a8b5-0c71903289b2,YF211-5014X,BOSCH,Freios,14.42,20.7,95.2,12 meses,Alumínio,https://picsum.photos/seed/YF211-5014X/200/300,71,695.09
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/258bf20f-aad8-4b6d-9675-b1a9233c15f5,ZR673-6690C,ACDELCO,Transmissão,6.59,49.8,52.3,12 meses,Cerâmica,https://picsum.photos/seed/ZR673-6690C/200/300,134,906.46
MOTOR DE PARTIDA,https://testdata.devmka.online/products/cca71063-4fc4-489d-b2ca-9552cd68bddf,QS070-5444R,NGK,Filtros,12.46,42.0,97.9,12 meses,Cerâmica,https://picsum.photos/seed/QS070-5444R/200/300,98,667.49
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/e09a502c-aeb5-4235-85fa-c7511b7ea62d,TI605-9549G,MARELLI,Motor,14.45,48.6,69.5,12 meses,Borracha Sintética,https://picsum.photos/seed/TI605-9549G/200/300,100,1386.71
KIT DE EMBREAGEM,https://testdata.devmka.online/products/4ba39313-4559-477e-83e3-5bd5d39120ba,FJ366-2974H,ACDELCO,Suspensão e Direção,13.22,39.3,64.6,12 meses,Cerâmica,https://picsum.photos/seed/FJ366-2974H/200/300,96,1020.48
CORREIA DENTADA,https://testdata.devmka.online/products/2929f3ee-ccc7-4148-97e8-07cb8660ece5,YX933-3366B,MONROE,Filtros,12.72,7.9,14.4,12 meses,Cerâmica,https://picsum.photos/seed/YX933-3366B/200/300,157,716.16
ROLAMENTO DE RODA,https://testdata.devmka.online/products/77669afe-d084-40ff-9f8f-d258d2818fe6,PN008-5951V,BOSCH,Filtros,8.05,9.6,68.7,12 meses,Cerâmica,https://picsum.photos/seed/PN008-5951V/200/300,123,1118.51
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/1c900dc0-cb09-48e5-97ec-945add935ffe,MQ016-5188C,BOSCH,Sistema Elétrico,7.96,19.0,91.8,12 meses,Alumínio,https://picsum.photos/seed/MQ016-5188C/200/300,192,1141.44
RADIADOR,https://testdata.devmka.online/products/970a38b0-117a-4f71-aab2-5023fdac2092,YG260-0779N,SKF,Suspensão e Direção,4.21,13.0,58.6,12 meses,Alumínio,https://picsum.photos/seed/YG260-0779N/200/300,121,483.02
MOTOR DE PARTIDA,https://testdata.devmka.online/products/92b897e2-35f2-4620-bb21-766647345727,BB403-8387J,ACDELCO,Motor,12.8,23.2,37.2,12 meses,Alumínio,https://picsum.photos/seed/BB403-8387J/200/300,158,1389.86
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/edb068d2-bdd3-4bbd-9ca2-8c6d49520401,WI555-7366E,BREMBO,Suspensão e Direção,11.65,5.5,33.9,12 meses,Aço Carbono,https://picsum.photos/seed/WI555-7366E/200/300,152,651.63
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/2d600a47-7ad3-4365-a2f2-8dc90b7daf9c,YB667-9187N,BOSCH,Suspensão e Direção,3.66,41.0,85.2,12 meses,Borracha Sintética,https://picsum.photos/seed/YB667-9187N/200/300,63,266.25
CORREIA DENTADA,https://testdata.devmka.online/products/43c9707d-b958-4108-a384-75a3eb8a75d3,MU327-7306D,NGK,Filtros,7.77,21.4,63.9,12 meses,Aço Carbono,https://picsum.photos/seed/MU327-7306D/200/300,130,172.92
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/70066a05-1d15-4c02-a3a7-2db58e55077f,NM675-3023X,NGK,Transmissão,8.2,34.2,17.4,12 meses,Alumínio,https://picsum.photos/seed/NM675-3023X/200/300,178,1381.84
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/9b804905-15ec-46a1-9f96-773da7c82f39,IL408-6194X,BREMBO,Transmissão,14.34,19.0,37.3,12 meses,Aço Carbono,https://picsum.photos/seed/IL408-6194X/200/300,75,89.99
DISCO DE FREIO,https://testdata.devmka.online/products/285464db-c1ad-4df5-97f8-493efa2ab2b9,WA767-0124S,SKF,Motor,5.49,12.4,89.4,12 meses,Borracha Sintética,https://picsum.photos/seed/WA767-0124S/200/300,44,435.17
BICO INJETOR,https://testdata.devmka.online/products/07f28e8d-8001-4927-8c86-9088af65ad68,GA205-8485D,MONROE,Suspensão e Direção,12.15,40.8,69.5,12 meses,Cerâmica,https://picsum.photos/seed/GA205-8485D/200/300,36,684.08
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/d20a59cd-b93b-4393-be9a-0ae8374ba205,XD518-6956J,MARELLI,Suspensão e Direção,14.8,39.3,77.6,12 meses,Alumínio,https://picsum.photos/seed/XD518-6956J/200/300,57,528.34
KIT DE EMBREAGEM,https://testdata.devmka.online/products/3c8b8e34-000c-4d10-a774-aa03a25fb6bf,CI424-9945I,MARELLI,Sistema Elétrico,8.95,22.9,58.3,12 meses,Aço Carbono,https://picsum.photos/seed/CI424-9945I/200/300,60,131.98
PASTILHA DE FREIO,https://testdata.devmka.online/products/2d829038-4143-4240-9f27-02dc5bc519a6,FD272-3371K,BREMBO,Freios,1.09,40.0,75.9,12 meses,Cerâmica,https://picsum.photos/seed/FD272-3371K/200/300,133,1241.81
BICO INJETOR,https://testdata.devmka.online/products/b4294f57-1683-4841-ae98-2be9870dcc07,PQ391-6173C,NGK,Filtros,8.9,33.4,21.3,12 meses,Alumínio,https://picsum.photos/seed/PQ391-6173C/200/300,122,624.19
KIT DE EMBREAGEM,https://testdata.devmka.online/products/65cfd50b-f843-4688-b92e-02ae3a3dc980,NP884-3781A,MONROE,Freios,1.33,37.0,94.1,12 meses,Alumínio,https://picsum.photos/seed/NP884-3781A/200/300,128,1374.16
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/0b13460d-fe15-4f01-b6d9-796742bb2488,FU295-3796A,MONROE,Filtros,10.95,43.1,93.9,12 meses,Aço Carbono,https://picsum.photos/seed/FU295-3796A/200/300,195,721.94
FILTRO DE ÓLEO,https://testdata.devmka.online/products/eb93bbb0-33d6-4372-8c49-149aaca1d159,JN397-7374A,BREMBO,Suspensão e Direção,4.2,37.4,23.3,12 meses,Borracha Sintética,https://picsum.photos/seed/JN397-7374A/200/300,84,335.69
KIT DE EMBREAGEM,https://testdata.devmka.online/products/a73a4bd0-376c-4639-8ab6-d4b830c65166,ST701-5778G,MARELLI,Transmissão,10.34,33.2,76.4,12 meses,Aço Carbono,https://picsum.photos/seed/ST701-5778G/200/300,158,250.89
SONDA LAMBDA,https://testdata.devmka.online/products/ddd41010-b8ff-40a9-accf-ec024888423b,EZ002-0115K,NGK,Filtros,12.14,27.5,92.1,12 meses,Cerâmica,https://picsum.photos/seed/EZ002-0115K/200/300,79,430.23
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/787e7723-2f02-4ef7-b9d3-69c37c7a564e,WU945-3450X,ACDELCO,Suspensão e Direção,0.39,20.7,82.6,12 meses,Aço Carbono,https://picsum.photos/seed/WU945-3450X/200/300,65,1323.7
ROLAMENTO DE RODA,https://testdata.devmka.online/products/33bf74d6-3c08-4119-9f4a-4e725b4a88d4,CX322-2622B,BREMBO,Transmissão,8.45,46.9,71.1,12 meses,Borracha Sintética,https://picsum.photos/seed/CX322-2622B/200/300,8,1018.86
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/f987b34e-d255-4889-9328-ee5730dd6115,ZW454-2864U,MONROE,Suspensão e Direção,13.22,29.3,80.3,12 meses,Cerâmica,https://picsum.photos/seed/ZW454-2864U/200/300,159,1267.9
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/f556b795-3ca3-470e-8b46-166e245e9ffe,AR245-0379A,BOSCH,Suspensão e Direção,7.6,44.8,30.9,12 meses,Borracha Sintética,https://picsum.photos/seed/AR245-0379A/200/300,130,51.93
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/27c87b86-4335-490d-8181-3565165c86a6,VL382-7543B,BREMBO,Transmissão,4.46,6.8,30.2,12 meses,Aço Carbono,https://picsum.photos/seed/VL382-7543B/200/300,50,186.3
SONDA LAMBDA,https://testdata.devmka.online/products/510f7a11-55c8-4c5e-87b7-85ab42ea75ab,YQ900-6943V,SKF,Motor,9.25,43.6,96.6,12 meses,Alumínio,https://picsum.photos/seed/YQ900-6943V/200/300,93,173.86
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/82790390-175e-4628-91aa-fdad8c8f5f5e,BV865-4330V,SKF,Suspensão e Direção,10.34,48.3,50.6,12 meses,Cerâmica,https://picsum.photos/seed/BV865-4330V/200/300,8,1156.97
SONDA LAMBDA,https://testdata.devmka.online/products/1c5098da-cbd7-49f9-9a2a-3aea527b9189,OT356-9030A,MARELLI,Freios,10.17,44.6,63.8,12 meses,Cerâmica,https://picsum.photos/seed/OT356-9030A/200/300,110,892.19
PASTILHA DE FREIO,https://testdata.devmka.online/products/9942b2d1-63e1-4e94-ba40-7df3e2fe7b54,UY998-0374C,ACDELCO,Filtros,1.15,28.8,57.8,12 meses,Aço Carbono,https://picsum.photos/seed/UY998-0374C/200/300,178,951.31
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/b149615e-1b39-4c8a-b534-9b09cb3c9317,XC926-3806O,NGK,Motor,5.56,39.3,59.3,12 meses,Alumínio,https://picsum.photos/seed/XC926-3806O/200/300,73,1094.2
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/5718e7ce-71af-4ce8-819a-6d523525ff5e,OE599-7295P,ACDELCO,Suspensão e Direção,6.47,7.7,24.1,12 meses,Cerâmica,https://picsum.photos/seed/OE599-7295P/200/300,101,1226.32
RADIADOR,https://testdata.devmka.online/products/ef6b1abf-f374-462d-a842-e8c848c35dc9,LM021-4139B,SKF,Motor,12.96,46.9,63.9,12 meses,Borracha Sintética,https://picsum.photos/seed/LM021-4139B/200/300,124,1136.93
PASTILHA DE FREIO,https://testdata.devmka.online/products/18235871-0fd4-4566-bdde-51d65dd45f54,PJ981-7049L,NGK,Motor,4.05,18.5,61.5,12 meses,Cerâmica,https://picsum.photos/seed/PJ981-7049L/200/300,116,1435.98
FILTRO DE ÓLEO,https://testdata.devmka.online/products/364450f0-cb0a-4898-a3a5-7a2318502303,CC972-3755R,MONROE,Freios,9.16,14.0,57.3,12 meses,Cerâmica,https://picsum.photos/seed/CC972-3755R/200/300,150,1255.92
PASTILHA DE FREIO,https://testdata.devmka.online/products/206fad1d-8d1c-4dbc-8cb7-5db0421cc777,MZ057-2964A,SKF,Freios,13.94,24.5,97.6,12 meses,Alumínio,https://picsum.photos/seed/MZ057-2964A/200/300,93,667.72
RADIADOR,https://testdata.devmka.online/products/69bda9a6-4ec5-4690-9c23-7d6f204cb475,ON942-7116U,ACDELCO,Sistema Elétrico,0.47,15.0,55.8,12 meses,Cerâmica,https://picsum.photos/seed/ON942-7116U/200/300,14,1460.76
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/facf0631-6a53-47a6-b570-9383299b7a80,CS713-5672G,NGK,Motor,5.71,25.1,98.4,12 meses,Aço Carbono,https://picsum.photos/seed/CS713-5672G/200/300,163,398.36
ROLAMENTO DE RODA,https://testdata.devmka.online/products/0d04dad6-68fe-446b-8a8a-18d6034eeebe,UG932-5019D,BOSCH,Sistema Elétrico,8.81,16.3,79.4,12 meses,Alumínio,https://picsum.photos/seed/UG932-5019D/200/300,173,447.17
FILTRO DE ÓLEO,https://testdata.devmka.online/products/d4c0d49e-2666-4394-88d6-b6976f03dfc6,SU381-7865B,BOSCH,Motor,7.04,43.9,50.6,12 meses,Alumínio,https://picsum.photos/seed/SU381-7865B/200/300,83,594.48
ROLAMENTO DE RODA,https://testdata.devmka.online/products/36b07cce-2a7f-480c-be9b-3e78f90c1e7f,KD439-0314Q,BREMBO,Filtros,9.71,39.5,72.7,12 meses,Cerâmica,https://picsum.photos/seed/KD439-0314Q/200/300,191,646.81
DISCO DE FREIO,https://testdata.devmka.online/products/cb390984-d644-4c0b-b53f-62f4d5a5cacc,FQ996-3453X,MONROE,Suspensão e Direção,5.65,48.9,30.9,12 meses,Borracha Sintética,https://picsum.photos/seed/FQ996-3453X/200/300,115,184.97
ALTERNADOR,https://testdata.devmka.online/products/30b47d18-5585-4b4f-9e1c-2c8b8de325ac,OK120-2191Z,ACDELCO,Sistema Elétrico,1.84,24.7,24.1,12 meses,Aço Carbono,https://picsum.photos/seed/OK120-2191Z/200/300,73,625.3
BICO INJETOR,https://testdata.devmka.online/products/51337417-20a2-4549-af8e-1ba933355e82,PJ760-7315K,SKF,Filtros,12.89,15.1,69.7,12 meses,Borracha Sintética,https://picsum.photos/seed/PJ760-7315K/200/300,123,1418.8
FILTRO DE ÓLEO,https://testdata.devmka.online/products/fd6057a9-bcbf-4654-bb1c-97d7e7fa0dc7,EO338-9790H,MONROE,Filtros,2.0,37.2,98.4,12 meses,Cerâmica,https://picsum.photos/seed/EO338-9790H/200/300,13,270.1
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/8aa2eaab-6f88-48d5-9264-8162484c695b,OU844-8429P,BOSCH,Suspensão e Direção,8.53,37.5,40.3,12 meses,Aço Carbono,https://picsum.photos/seed/OU844-8429P/200/300,142,169.21
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/02f6c43d-6842-45d4-bf30-02e3348947ce,AQ840-5732I,BOSCH,Motor,0.24,49.8,33.0,12 meses,Alumínio,https://picsum.photos/seed/AQ840-5732I/200/300,113,1291.61
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/366d6bdd-bf9c-4155-87b7-c13a0b93704f,WR616-0374Z,MARELLI,Suspensão e Direção,2.27,34.6,28.2,12 meses,Aço Carbono,https://picsum.photos/seed/WR616-0374Z/200/300,3,1482.36
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/55787a41-9b4c-4411-aecb-bb4bc71d9c0f,UM539-2626Y,SKF,Sistema Elétrico,6.35,26.9,50.0,12 meses,Cerâmica,https://picsum.photos/seed/UM539-2626Y/200/300,7,599.4
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/28e33e5a-421c-4a0a-9294-9fc19ffa2914,YM518-6188B,ACDELCO,Motor,1.58,29.6,26.3,12 meses,Cerâmica,https://picsum.photos/seed/YM518-6188B/200/300,182,814.55
KIT DE EMBREAGEM,https://testdata.devmka.online/products/80789fb6-a41b-4648-94da-b3352d5b529f,QB607-0349D,BOSCH,Freios,10.05,34.4,10.8,12 meses,Alumínio,https://picsum.photos/seed/QB607-0349D/200/300,165,241.87
SONDA LAMBDA,https://testdata.devmka.online/products/d182bd1d-c462-4548-abb5-6e8b0fd2d16b,OY416-8080U,BOSCH,Motor,4.09,26.1,37.2,12 meses,Aço Carbono,https://picsum.photos/seed/OY416-8080U/200/300,40,1441.83
ALTERNADOR,https://testdata.devmka.online/products/deecb505-6ecc-4bf1-beb6-cecb0b23c968,YD930-1720D,BOSCH,Transmissão,10.52,13.8,33.3,12 meses,Aço Carbono,https://picsum.photos/seed/YD930-1720D/200/300,154,1304.77
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/46d2d394-0972-4180-a581-a7883bb94f79,GK677-5562Q,NGK,Motor,9.4,47.9,32.8,12 meses,Cerâmica,https://picsum.photos/seed/GK677-5562Q/200/300,136,1063.46
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/c1800ff2-a5be-4163-b75d-cd50394e574d,YM335-1755H,MONROE,Suspensão e Direção,14.11,6.3,90.2,12 meses,Borracha Sintética,https://picsum.photos/seed/YM335-1755H/200/300,134,301.71
FILTRO DE ÓLEO,https://testdata.devmka.online/products/0ad42a7e-6b69-4ded-9dd2-35e2e8c5c4e6,LV088-0345U,MONROE,Suspensão e Direção,5.26,32.9,90.9,12 meses,Alumínio,https://picsum.photos/seed/LV088-0345U/200/300,139,476.25
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/c139a43a-0f19-4d05-8faa-9a56238b3f0e,HI472-5729A,NGK,Filtros,8.38,46.3,58.6,12 meses,Alumínio,https://picsum.photos/seed/HI472-5729A/200/300,126,633.89
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/48f8bc62-ff22-40c8-b206-e75f20335eaf,AS567-0669D,ACDELCO,Freios,6.77,41.5,33.4,12 meses,Cerâmica,https://picsum.photos/seed/AS567-0669D/200/300,103,439.84
CORREIA DENTADA,https://testdata.devmka.online/products/eff1618f-7291-4380-a4fd-31d6f3e364ed,UG359-0901Y,BREMBO,Suspensão e Direção,12.51,41.0,23.7,12 meses,Aço Carbono,https://picsum.photos/seed/UG359-0901Y/200/300,29,314.48
DISCO DE FREIO,https://testdata.devmka.online/products/f10f890e-61b2-4e0b-a3e7-10b9ea9c2539,XL795-5102J,ACDELCO,Filtros,6.09,6.7,14.1,12 meses,Borracha Sintética,https://picsum.photos/seed/XL795-5102J/200/300,147,300.88
CORREIA DENTADA,https://testdata.devmka.online/products/af8af06a-b7a3-4af8-a1de-d2e8405d0b81,XN693-0587O,NGK,Transmissão,4.85,5.0,68.1,12 meses,Cerâmica,https://picsum.photos/seed/XN693-0587O/200/300,137,441.01
ALTERNADOR,https://testdata.devmka.online/products/b51b4244-f135-400b-9fda-10adbc0ad07c,NJ491-3233X,NGK,Filtros,9.16,33.4,81.3,12 meses,Cerâmica,https://picsum.photos/seed/NJ491-3233X/200/300,43,864.7
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/4c20f4ae-421f-4a48-ab7a-331fe108afe3,VS659-2737M,SKF,Sistema Elétrico,1.79,31.3,36.6,12 meses,Alumínio,https://picsum.photos/seed/VS659-2737M/200/300,180,248.03
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/29b72a38-7025-4475-bac9-7cb9a02092fa,UU250-7560Z,SKF,Motor,9.27,41.2,10.6,12 meses,Alumínio,https://picsum.photos/seed/UU250-7560Z/200/300,81,962.78
SONDA LAMBDA,https://testdata.devmka.online/products/ae10ab3e-a9d2-4cce-b9af-03e30e5d7048,IN694-1737R,SKF,Suspensão e Direção,5.47,28.6,81.1,12 meses,Aço Carbono,https://picsum.photos/seed/IN694-1737R/200/300,186,1350.35
